lemma,upos,us,uk,count
betta,NOUN,/ˈbɛtə/,/bˈɛtɐ/,439416
repel,NOUN,/ɹɪˈpɛɫ/,/ɹɪpˈɛl/,439316
emmet,X,/ˈɛmɪt/,/ˈɛmɪt/,439231
statistician,NOUN,/ˌstætəˈstɪʃən/,/stˌætɪstˈɪʃən/,439147
fungicide,NOUN,/ˈfəndʒəˌsaɪd/,/fˈʌŋɡɪsˌa‍ɪd/,439063
crosstalk,NOUN,/ˈkɹɔˈstɔk/,/kɹˈɒstɔːk/,439019
onerous,ADJ,/ˈoʊnɝəs/,/ˈə‍ʊnəɹəs/,438989
hakim,INTJ,/ɑˈkim/,/hˈækɪm/,438778
tenderly,ADV,/ˈtɛndɝɫi/,/tˈɛndəli/,438763
puree,NOUN,/pjʊˈɹeɪ/,/pjˈɔːɹe‍ɪ/,438733
bonny,NOUN,/ˈbɑni/,/bˈɒni/,438690
haddock,NOUN,/ˈhædək/,/hˈædək/,438655
tachycardia,NOUN,/ˌtɑkiˈkɑɹˌdiə/,/tˌækɪkˈɑːdi‍ə/,438612
oftentimes,ADV,/ˈɔfənˌtaɪmz/,/ˈɒfɪntˌa‍ɪmz/,438365
entanglement,NOUN,/ɛnˈtæŋɡəɫmənt/,/ɛntˈæŋɡə‍lmənt/,438361
swath,NOUN,/ˈswɑθ/,/swˈɒθ/,438339
miserably,ADV,/ˈmɪzɝəbɫi/,/mˈɪzɹəbli/,438203
infiltrate,ADJ,/ˈɪnfɪɫˌtɹeɪt/,/ˈɪnfɪltɹˌe‍ɪt/,438142
argosy,INTJ,/ˈɑɹɡəsi/,/ˈɑːɡəsi/,438107
renounce,NOUN,/ɹɪˈnaʊns/,/ɹɪnˈa‍ʊns/,438068
phobias,NOUN,/ˈfoʊbiəz/,/fˈə‍ʊbi‍əz/,437937
nutritionist,NOUN,/nuˈtɹɪʃənɪst/,/njuːtɹˈɪʃənˌɪst/,437829
hairstyle,NOUN,/ˈhɛɹˌstaɪɫ/,/hˈe‍əsta‍ɪl/,437764
derogatory,NOUN,/dɝˈɑɡəˌtɔɹi/,/dɪɹˈɒɡətəɹˌi/,437632
uncorrected,ADJ,/ˌənkɝˈɛktɪd/,/ʌnkəɹˈɛktɪd/,437526
sear,NOUN,/ˈsɪɹ/,/sˈi‍ə/,437507
bighorn,NOUN,/ˈbɪɡˌhɔɹn/,/bˈɪɡhɔːn/,437496
inaccuracy,NOUN,/ˌɪˈnækjɝəsi/,/ɪnˈækjʊɹəsi/,437495
assimilate,VERB,/əˈsɪməˌɫeɪt/,/ɐsˈɪmɪlˌe‍ɪt/,437479
gimmick,NOUN,/ˈɡɪmɪk/,/ɡˈɪmɪk/,437392
wiretap,NOUN,/ˈwaɪɝˌtæp/,/wˈa‍ɪ‍ətæp/,437213
moniker,NOUN,/ˈmɑnɪkɝ/,/mˈɒnɪkɐ/,437097
credence,NOUN,/ˈkɹidəns/,/kɹˈɛdəns/,437017
incite,NOUN,/ˌɪnˈsaɪt/,/ɪnsˈa‍ɪt/,436636
divulge,NOUN,/daɪˈvəɫdʒ/,/da‍ɪvˈʌld‍ʒ/,436545
guarani,INTJ,/ˌɡwɑˈɹɑni/,/ɡæɹˈɑːni/,436396
tampon,NOUN,/ˈtæmpɑn/,/tˈæmpɒn/,436381
laughable,ADJ,/ˈɫæfəbəɫ/,/lˈɑːfəbə‍l/,436357
momentous,X,/moʊˈmɛntəs/,/mə‍ʊmˈɛntəs/,436293
footpath,NOUN,/ˈfʊtˌpæθ/,/fˈʊtpɑːθ/,436255
sublet,NOUN,/ˈsəˌbɫɛt/,/sˈʌblət/,436128
harem,X,/ˈhɛɹəm/,/hɑːɹˈiːm/,435962
fussy,ADJ,/ˈfəsi/,/fˈʌsi/,435961
marshmallow,NOUN,/ˈmɑɹʃˌmɛɫoʊ/,/mˈɑːʃmɐlˌə‍ʊ/,435955
civility,NOUN,/səˈvɪɫəti/,/sɪvˈɪlɪti/,435915
seltzer,NOUN,/ˈsɛɫtsɝ/,/sˈɛltsɐ/,435896
deluge,NOUN,/ˈdɛɫjudʒ/,/dˈɛljuːd‍ʒ/,435867
ventricle,NOUN,/ˈvɛnˌtɹɪkəɫ/,/vˈɛntɹɪkə‍l/,435750
goodie,NOUN,/ˈɡʊdi/,/ɡˈʊdi/,435706
milkshake,NOUN,/ˈmɪɫkˌʃeɪk/,/mˈɪlkʃe‍ɪk/,435699
thrasher,NOUN,/ˈθɹæʃɝ/,/θɹˈæʃɐ/,435679
gaby,NOUN,/ˈɡæbi/,/ɡˈe‍ɪbi/,435559
softwood,NOUN,/ˈsɔftˌwʊd/,/sˈɒftwʊd/,435547
pry,VERB,/ˈpɹaɪ/,/pɹˈa‍ɪ/,435315
venison,NOUN,/ˈvɛnəsən/,/vˈɛnɪsən/,435283
pare,NOUN,/ˈpɛɹ/,/pˈe‍ə/,435031
mariachi,INTJ,/ˌmɑɹiˈɑtʃi/,/mˌæɹɪˈæt‍ʃi/,434989
reseal,NOUN,/ɹiˈsiɫ/,/ɹɪsˈiːl/,434934
axon,NOUN,/ˈækˌsɑn/,/ˈæksɒn/,434606
deflation,NOUN,/dɪˈfɫeɪʃən/,/diːflˈe‍ɪʃən/,434514
skillfully,ADV,/ˈskɪɫfəɫi/,/skˈɪlfəli/,434387
heady,INTJ,/ˈhɛdi/,/hˈɛdi/,434375
backstroke,INTJ,/ˈbækˌstɹoʊk/,/bˈækstɹə‍ʊk/,434238
intractable,ADJ,/ˌɪnˈtɹæktəbəɫ/,/ɪntɹˈæktəbə‍l/,434161
enumerate,ADJ,/ɪˈnumɝˌeɪt/,/ɪnjˈuːməɹˌe‍ɪt/,434033
resonate,VERB,/ˈɹɛzəˌneɪt/,/ɹˈɛzənˌe‍ɪt/,433837
diphtheria,NOUN,/dɪfˈθɪɹiɑ/,/dɪfθˈi‍əɹɪɐ/,433678
outfield,AUX,/ˈaʊtˌfiɫd/,/a‍ʊtfˈiːld/,433516
phenolic,NOUN,/fəˈnɑɫɪk/,/fɛnˈɒlɪk/,433445
incrementally,ADV,/ˌɪnkɹəˈmɛntəˌɫi/,/ˌɪnkɹɪmˈɛntə‍li/,433430
hoard,X,/ˈhɔɹd/,/hˈɔːd/,433375
woodcock,NOUN,/ˈwʊdˌkɑk/,/wˈʊdkɒk/,433076
streamer,NOUN,/ˈstɹimɝ/,/stɹˈiːmɐ/,432893
accumulator,NOUN,/əkˈjumjəˌɫeɪtɝ/,/ɐkjˈuːmjʊlˌe‍ɪtɐ/,432873
unquestionably,ADV,/ənˈkwɛstʃənəbɫi/,/ʌnkwˈɛst‍ʃənəbli/,432807
crocus,NOUN,/ˈkɹoʊkəs/,/kɹˈə‍ʊkəs/,432755
citizenry,NOUN,/ˈsɪtɪzənɹi/,/sˈɪtɪzənɹi/,432666
reproach,NOUN,/ɹiˈpɹoʊtʃ/,/ɹɪpɹˈə‍ʊt‍ʃ/,432657
laundromat,NOUN,/ˈɫɔndɹəˌmæt/,/lˈɔːndɹəmˌæt/,432474
redeemable,ADJ,/ɹɪˈdiməbəɫ/,/ɹɪdˈiːməbə‍l/,432453
tarp,NOUN,/ˈtɑɹp/,/tˈɑːp/,432152
chimpanzee,NOUN,/tʃɪmˈpænzi/,/t‍ʃˌɪmpɐnzˈiː/,432081
meson,NOUN,/ˈmeɪˌzɑn/,/mˈiːzɒn/,431998
cherub,NOUN,/ˈtʃɛɹəb/,/t‍ʃˈɛɹʌb/,431887
lieder,NOUN,/ˈɫidɝ/,/lˈiːdɐ/,431865
trumpeter,NOUN,/ˈtɹəmpətɝ/,/tɹˈʌmpɛtɐ/,431864
puny,NOUN,/ˈpjuni/,/pjˈuːni/,431761
emphatically,ADV,/ɛmˈfætɪkəɫi/,/ɛmfˈætɪkli/,431749
senna,NOUN,/ˈsɛnə/,/sˈɛnɐ/,431701
commendation,NOUN,/ˌkɑmənˈdeɪʃən/,/kˌɒməndˈe‍ɪʃən/,431651
surgically,ADV,/ˈsɝdʒɪkəɫi/,/sˈɜːd‍ʒɪkli/,431648
nongovernmental,ADJ,/nɑnˌɡəvɝnˈmɛntəɫ/,/nˌɒnɡˌʌvənmˈɛntə‍l/,431632
patriarchal,NOUN,/ˌpeɪtɹiˈɑɹkəɫ/,/pˈætɹɪˌɑːkə‍l/,431464
nerdy,INTJ,/ˈnɝdi/,/nˈɜːdi/,431324
archetype,NOUN,/ˈɑɹkɪˌtaɪp/,/ˈɑːkɪtˌa‍ɪp/,431193
antiseptic,ADJ,/ˌæntəˈsɛptɪk/,/ˌæntɪsˈɛptɪk/,431157
shamanism,NOUN,/ˈʃeɪməˌnɪzm/,/ʃˈæmənˌɪzəm/,430979
fizz,INTJ,/ˈfɪz/,/fˈɪz/,430801
upheaval,ADJ,/əpˈhivəɫ/,/ʌphˈiːvə‍l/,430787
cringe,NOUN,/ˈkɹɪndʒ/,/kɹˈɪnd‍ʒ/,430734
unearth,ADJ,/əˈnɝθ/,/ʌnˈɜːθ/,430700
inconclusive,ADJ,/ˌɪnkənˈkɫusɪv/,/ɪnkənklˈuːsɪv/,430678
sugarcane,NOUN,/ˈʃʊɡɝˌkeɪn/,/ʃˈʊɡəkˌe‍ɪn/,430624
mouthful,ADJ,/ˈmaʊθˌfʊɫ/,/mˈa‍ʊθfə‍l/,430539
gazelle,NOUN,/ɡəˈzɛɫ/,/ɡəzˈɛl/,430517
gauche,NOUN,/ˈɡoʊʃ/,/ɡˈə‍ʊʃ/,430455
minion,NOUN,/ˈmɪnjən/,/mˈɪnɪən/,430438
birdwatching,NOUN,/ˈbɝdˌwɑtʃɪŋ/,/bˈɜːdwɒt‍ʃɪŋ/,430382
complicity,NOUN,/kəmˈpɫɪsəti/,/kəmplˈɪsɪti/,430353
drivel,NOUN,/ˈdɹɪvəɫ/,/dɹˈɪvə‍l/,430281
penchant,NOUN,/ˈpɛntʃənt/,/pˈɒnʃɒn/,430059
drab,NOUN,/ˈdɹæb/,/dɹˈæb/,430049
keck,NOUN,/ˈkɛk/,/kˈɛk/,430033
prospector,NOUN,/ˈpɹɔˌspɛktɝ/,/pɹəspˈɛktɐ/,430022
unwise,NOUN,/ənˈwaɪz/,/ʌnwˈa‍ɪz/,430010
financier,NOUN,/ˌfaɪnænˈsɪɹ/,/fa‍ɪnˈænsɪɐ/,429937
allegory,NOUN,/ˈæɫəˌɡɔɹi/,/ˈælɪɡəɹˌi/,429906
acropolis,NOUN,/əˈkɹɑpəɫəs/,/ækɹˈɒpəlˌiz/,429879
stifle,NOUN,/ˈstaɪfəɫ/,/stˈa‍ɪfə‍l/,429863
lymphoid,NOUN,/ˈɫɪmˌfɔɪd/,/lˈɪmfɔ‍ɪd/,429799
paradoxical,ADJ,/ˌpɛɹəˈdɑksɪkəɫ/,/pˌæɹədˈɒksɪkə‍l/,429715
stateless,ADJ,/ˈsteɪtɫɪs/,/stˈe‍ɪtləs/,429613
statehood,NOUN,/ˈsteɪtˌhʊd/,/stˈe‍ɪthʊd/,429494
knelt,NOUN,/ˈnɛɫt/,/nˈɛlt/,429464
devour,NOUN,/dɪˈvaʊɝ/,/dɪvˈa‍ʊ‍ə/,429402
treachery,NOUN,/ˈtɹɛtʃɝi/,/tɹˈɛt‍ʃəɹi/,429292
petting,NOUN,/ˈpɛtɪŋ/,/pˈɛtɪŋ/,429286
taxidermy,NOUN,/ˈtæksəˌdɝmi/,/tˈæksɪdəmi/,428999
roaster,NOUN,/ˈɹoʊstɝ/,/ɹˈə‍ʊstɐ/,428706
hypertrophy,NOUN,/ˈhaɪpɝˌtɹoʊfi/,/hˈa‍ɪpətɹəfi/,428615
arouse,NOUN,/ɝˈaʊz/,/ɐɹˈa‍ʊz/,428589
wobble,ADJ,/ˈwɑbəɫ/,/wˈɒbə‍l/,428530
hinterland,NOUN,/ˈhɪntɝˌɫænd/,/hˈɪntələnd/,428417
housewarming,NOUN,/ˈhaʊˌswɑmɪŋ/,/hˈa‍ʊswɔːmɪŋ/,428361
repulsive,ADJ,/ɹiˈpəɫsɪv/,/ɹɪpˈʌlsɪv/,428282
seclusion,NOUN,/sɪˈkɫuʒən/,/sɪklˈuːʒən/,428090
elucidate,NOUN,/ɪˈɫusəˌdeɪt/,/ɪlˈuːsɪdˌe‍ɪt/,428002
frighten,ADJ,/ˈfɹaɪtən/,/fɹˈa‍ɪtən/,427981
amputation,NOUN,/ˌæmpjəˈteɪʃən/,/ˌæmpjuːtˈe‍ɪʃən/,427963
hauler,NOUN,/ˈhɔɫɝ/,/hˈɔːlɐ/,427704
headroom,NOUN,/ˈhɛˌdɹum/,/hˈɛdɹuːm/,427566
fortnightly,ADV,/ˈfɔɹtˌnaɪtɫi/,/fˈɔːtna‍ɪtli/,427540
subtlety,NOUN,/ˈsətəɫti/,/sˈʌtə‍lti/,427517
creditable,ADJ,/ˈkɹɛdətəbəɫ/,/kɹˈɛdɪtəbə‍l/,427516
appreciable,ADJ,/əˈpɹiʃəbəɫ/,/ɐpɹˈiːʃɪəbə‍l/,427364
delicacy,NOUN,/ˈdɛɫəkəsi/,/dˈɛlɪkəsi/,427313
cinch,NOUN,/ˈsɪntʃ/,/sˈɪnt‍ʃ/,427247
futility,NOUN,/fjuˈtɪɫəti/,/fjuːtˈɪlɪti/,427201
flak,NOUN,/ˈfɫæk/,/flˈæk/,426989
yuck,NOUN,/ˈjək/,/jˈʌk/,426912
enlistment,NOUN,/ɛnˈɫɪstmənt/,/ɛnlˈɪstmənt/,426844
blissful,ADJ,/ˈbɫɪsfəɫ/,/blˈɪsfə‍l/,426802
dinky,INTJ,/ˈdɪŋki/,/dˈɪŋki/,426751
platonic,ADJ,/pɫəˈtɑnɪk/,/plætˈɒnɪk/,426693
injunctive,ADJ,/ˌɪnˈdʒəŋktɪv/,/ɪnd‍ʒˈʌŋktɪv/,426668
coincidentally,ADV,/koʊˌɪnsɪˈdɛnəɫi/,/kə‍ʊˌɪnsɪdˈɛntə‍li/,426655
pollination,NOUN,/ˌpɑɫəˈneɪʃən/,/pˌɒlɪnˈe‍ɪʃən/,426409
etna,NOUN,/ˈɛtnə/,/ˈɛtnɐ/,426398
synchro,NOUN,/ˈsɪŋkɹoʊ/,/sˈɪnkɹə‍ʊ/,426350
chutney,NOUN,/ˈtʃətni/,/t‍ʃˈʌtni/,426268
averse,NOUN,/əˈvɝs/,/ɐvˈɜːs/,426255
afield,NOUN,/əˈfiɫd/,/ɐfˈiːld/,426227
dermatologist,NOUN,/ˌdɝməˈtɑɫədʒɪst/,/dˌɜːmɐtˈɒləd‍ʒˌɪst/,426221
casein,NOUN,/keɪˈsin/,/kˈe‍ɪsiːn/,426157
mishap,NOUN,/ˈmɪsˌhæp/,/mˈɪshæp/,426099
lackey,INTJ,/ˈɫæki/,/lˈæki/,426050
quod,INTJ,/ˈkwɔd/,/kwˈɒd/,426040
everyman,ADV,/ˈɛvɹimən/,/ˈɛvɹɪmən/,425848
musing,NOUN,/ˈmjuzɪŋ/,/mjˈuːsɪŋ/,425810
barricade,NOUN,/ˈbæɹəˌkeɪd/,/bˈæɹɪkˌe‍ɪd/,425797
inquest,ADJ,/ˈɪnˌkwɛst/,/ˈɪnkwɛst/,425781
snipe,NOUN,/ˈsnaɪp/,/snˈa‍ɪp/,425778
hapless,ADJ,/ˈhæpɫəs/,/hˈæpləs/,425702
sagebrush,INTJ,/ˈseɪdʒˌbɹəʃ/,/sˈe‍ɪd‍ʒbɹʌʃ/,425681
radiologist,NOUN,/ˌɹeɪdiˈɑɫədʒɪst/,/ɹˌe‍ɪdɪˈɒləd‍ʒˌɪst/,425622
ably,ADV,/ˈeɪbɫi/,/ˈe‍ɪbli/,425590
mirza,NOUN,/ˈmɝzə/,/mˈɜːzɐ/,425445
beaux,SYM,/ˈboʊ/,/bˈə‍ʊ/,425302
gunman,NOUN,/ˈɡənmən/,/ɡˈʌnmən/,425254
sparsely,ADV,/ˈspɑɹsɫi/,/spˈɑːsli/,425225
fib,NOUN,/ˈfɪb/,/fˈɪb/,425079
ail,NOUN,/ˈeɪɫ/,/ˈe‍ɪl/,425046
innkeeper,NOUN,/ˈɪnˌkipɝ/,/ˈɪnkiːpɐ/,425032
mistrust,ADJ,/mɪˈstɹəst/,/mɪstɹˈʌst/,424923
overcomes,ADV,/ˈoʊvɝˌkəmz/,/ˌə‍ʊvəkˈʌmz/,424891
lordship,NOUN,/ˈɫɔɹdʃɪp/,/lˈɔːdʃɪp/,424861
jeez,INTJ,/ˈdʒiz/,/d‍ʒˈiːz/,424832
phoning,NOUN,/ˈfoʊnɪŋ/,/fˈə‍ʊnɪŋ/,424757
spacey,NOUN,/ˈspeɪsi/,/spˈe‍ɪsi/,424676
egregious,ADJ,/ɪˈɡɹidʒəs/,/ɪɡɹˈiːd‍ʒəs/,424554
legato,NOUN,/ɫəˈɡɑˌtoʊ/,/lɛɡˈɑːtə‍ʊ/,424383
conventionally,ADV,/kənˈvɛnʃənəɫi/,/kənvˈɛnʃənə‍li/,424087
perceptive,ADJ,/pɝˈsɛptɪv/,/pəsˈɛptɪv/,424025
lard,X,/ˈɫɑɹd/,/lˈɑːd/,423971
lecithin,INTJ,/ˈɫɛsəθən/,/lˈɛsɪθˌɪn/,423789
destitute,NOUN,/ˈdɛstəˌtut/,/dˈɛstɪtjˌuːt/,423772
singly,ADV,/ˈsɪŋɡɫi/,/sˈɪŋɡli/,423662
abuser,NOUN,/əbˈjuzɝ/,/ɐbjˈuːsɐ/,423584
headless,ADJ,/ˈhɛdɫəs/,/hˈɛdləs/,423522
rattling,NOUN,/ˈɹætəɫɪŋ/,/ɹˈætlɪŋ/,423381
thane,PRON,/ˈθeɪn/,/θˈe‍ɪn/,423334
hypo,INTJ,/ˈhaɪpoʊ/,/hˈa‍ɪpə‍ʊ/,423308
hadron,NOUN,/ˈhæˌdɹɔn/,/hˈædɹən/,423289
fissure,NOUN,/ˈfɪʃɝ/,/fˈɪʃɐ/,423147
curtail,NOUN,/kɝˈteɪɫ/,/kɜːtˈe‍ɪl/,423138
epinephrine,NOUN,/ˌɛpɪˈnɛfɹɪn/,/ˈɛpɪnˌɛfɹiːn/,423087
transom,X,/ˈtɹænsəm/,/tɹˈænsəm/,423077
talker,NOUN,/ˈtɔkɝ/,/tˈɔːkɐ/,423068
divorces,NOUN,/dɪˈvɔɹsɪz/,/dɪvˈɔːsɪz/,423017
bestow,INTJ,/bɪˈstoʊ/,/bɪstˈə‍ʊ/,422835
wiretaps,NOUN,/ˈwaɪɹˌtæps/,/wˈa‍ɪ‍ətæps/,422773
homespun,NOUN,/ˈhoʊmˌspən/,/hˈə‍ʊmspʌn/,422767
hulls,NOUN,/ˈhəɫz/,/hˈʌlz/,422721
blotter,NOUN,/ˈbɫɑtɝ/,/blˈɒtɐ/,422687
intonation,NOUN,/ˌɪntəˈneɪʃən/,/ˌɪntənˈe‍ɪʃən/,422533
humpback,NOUN,/ˈhəmpˌbæk/,/hˈʌmpbæk/,422428
friar,ADJ,/ˈfɹaɪɝ/,/fɹˈa‍ɪ‍ə/,422181
hospitable,ADJ,/ˈhɑˈspɪtəbəɫ/,/hɒspˈɪtəbə‍l/,422161
melodrama,NOUN,/ˈmɛɫəˌdɹɑmə/,/mˌɛlədɹˈɑːmɐ/,422158
preparer,VERB,/pɹiˈpɛɹɝ/,/pɹɪpˈe‍əɹɐ/,422034
deductive,ADJ,/dɪˈdəktəv/,/dɪdˈʌktɪv/,422025
trapper,NOUN,/ˈtɹæpɝ/,/tɹˈæpɐ/,421993
makeshift,VERB,/ˈmeɪkˌʃɪft/,/mˈe‍ɪkʃɪft/,421977
pygmy,NOUN,/ˈpɪɡmi/,/pˈɪɡmi/,421975
embarrass,NOUN,/ɪmˈbɛɹəs/,/ɛmbˈæɹəs/,421784
nonproliferation,NOUN,/nɑnpɹəˌɫɪfɝˈeɪʃən/,/nˌɒnpɹəlˌɪfəɹˈe‍ɪʃən/,421762
orchestration,NOUN,/ˌɔɹkəˈstɹeɪʃən/,/ˌɔːkɪstɹˈe‍ɪʃən/,421678
adipose,VERB,/ˈædəˌpoʊs/,/ˈædɪpˌə‍ʊz/,421623
uncomplicated,ADJ,/ənˈkɑmpɫəˌkeɪtɪd/,/ʌnkˈɒmplɪkˌe‍ɪtɪd/,421558
clemency,NOUN,/ˈkɫɛmənsi/,/klˈɛmənsi/,421305
woolly,ADV,/ˈwʊɫi/,/wˈʊli/,421282
blemish,INTJ,/ˈbɫɛmɪʃ/,/blˈɛmɪʃ/,421165
deconstruction,NOUN,/dikənˈstɹəkʃən/,/dˌiːkənstɹˈʌkʃən/,421161
inductance,NOUN,/ˌɪnˈdəktəns/,/ɪndˈʌktəns/,421147
reallocation,NOUN,/ɹiˌæɫəˈkeɪʃən/,/ɹˌiːˌæləkˈe‍ɪʃən/,421007
rehabilitative,ADJ,/ˌɹiəˈbɪɫəˌteɪtɪv/,/ɹɪhəbˈɪlɪtˌe‍ɪtɪv/,420857
swab,X,/ˈswɑb/,/swˈɒb/,420847
rind,INTJ,/ˈɹaɪnd/,/ɹˈa‍ɪnd/,420816
boombox,NOUN,/ˈbʊmˌbɑks/,/bˈuːmbɒks/,420809
pansy,NOUN,/ˈpænzi/,/pˈænzi/,420775
reassignment,NOUN,/ɹiəˈsaɪnmənt/,/ɹˌiːɐsˈa‍ɪnmənt/,420771
huntsman,NOUN,/ˈhəntsmən/,/hˈʌntsmən/,420680
perpetually,ADV,/pɝˈpɛtʃuəɫi/,/pəpˈɛt‍ʃuːə‍li/,420675
divisible,ADJ,/dɪˈvɪzəbəɫ/,/dɪvˈɪzəbə‍l/,420478
celluloid,NOUN,/ˈsɛɫəˌɫɔɪd/,/sˈɛljuːlˌɔ‍ɪd/,420387
lightness,NOUN,/ˈɫaɪtnəs/,/lˈa‍ɪtnəs/,420371
dingo,NOUN,/ˈdɪŋɡoʊ/,/dˈɪŋɡə‍ʊ/,420174
pagination,NOUN,/ˌpædʒəˈneɪʃən/,/pˌæd‍ʒɪnˈe‍ɪʃən/,420141
harbinger,NOUN,/ˈhɑɹbɪndʒɝ/,/hˈɑːbɪnd‍ʒɐ/,420114
burl,INTJ,/ˈbɝɫ/,/bˈɜːl/,419979
truncate,NOUN,/ˈtɹəŋˌkeɪt/,/tɹˈʌnke‍ɪt/,419944
polygraph,NOUN,/ˈpɑˌɫiˌɡɹæf/,/pˈɒlɪɡɹˌæf/,419911
digress,NOUN,/daɪˈɡɹɛs/,/da‍ɪɡɹˈɛs/,419880
overseen,ADV,/ˈoʊvɝˌsin/,/ˌə‍ʊvəsˈiːn/,419869
beaker,NOUN,/ˈbikɝ/,/bˈiːkɐ/,419744
baggy,NOUN,/ˈbæɡi/,/bˈæɡi/,419677
childbearing,NOUN,/ˈtʃaɪɫdˌbɛɹɪŋ/,/t‍ʃˈa‍ɪldbe‍əɹɪŋ/,419654
crayfish,NOUN,/ˈkɹeɪfɪʃ/,/kɹˈe‍ɪfɪʃ/,419647
heist,NOUN,/ˈhaɪst/,/hˈa‍ɪst/,419629
spastic,ADJ,/ˈspæstɪk/,/spˈɑːstɪk/,419555
dickie,NOUN,/ˈdɪki/,/dˈɪki/,419540
quiver,ADV,/ˈkwɪvɝ/,/kwˈɪvɐ/,419536
coronet,NOUN,/ˈkɔɹəˈnɛt/,/kˈɒɹənˌɛt/,419407
prodigal,ADJ,/ˈpɹɑdɪɡəɫ/,/pɹˈɒdɪɡə‍l/,419302
wield,NOUN,/ˈwiɫd/,/wˈiːld/,419233
resolute,X,/ˈɹɛzəˌɫut/,/ɹˈɛzəlˌuːt/,419183
adage,NOUN,/ˈædədʒ/,/ˈædɪd‍ʒ/,419158
getter,NOUN,/ˈɡɛtɝ/,/ɡˈɛtɐ/,419132
mimics,NOUN,/ˈmɪmɪks/,/mˈɪmɪks/,419090
wetter,ADJ,/ˈwɛtɝ/,/wˈɛtɐ/,418975
diastolic,ADJ,/ˌdaɪəˈstɑɫɪk/,/dˌa‍ɪəstˈɒlɪk/,418890
conjure,NOUN,/ˈkɑndʒɝ/,/kˈʌnd‍ʒɐ/,418831
rote,NOUN,/ˈɹoʊt/,/ɹˈə‍ʊt/,418762
discoloration,NOUN,/dɪˌskəɫɝˈeɪʃən/,/dɪskˌʌləɹˈe‍ɪʃən/,418760
morel,NOUN,/mɝˈɛɫ/,/mˈɔːl/,418685
adrift,NOUN,/əˈdɹɪft/,/ɐdɹˈɪft/,418628
confiscation,NOUN,/ˌkɑnfəˈskeɪʃən/,/kˌɒnfɪskˈe‍ɪʃən/,418587
enabler,NOUN,/ɛˈneɪbəɫɝ/,/ɛnˈe‍ɪblɐ/,418510
budge,NOUN,/ˈbədʒ/,/bˈʌd‍ʒ/,418361
ilk,NOUN,/ˈɪɫk/,/ˈɪlk/,418335
chairmanship,NOUN,/ˈtʃɛɹmənˌʃɪp/,/t‍ʃˈe‍əmənʃˌɪp/,418262
silks,NOUN,/ˈsɪɫks/,/sˈɪlks/,418180
seatbelt,NOUN,/ˈsitˌbɛɫt/,/sˈiːtbɛlt/,418133
dumbbell,INTJ,/ˈdəmˌbɛɫ/,/dˈʌmbɛl/,418099
delineate,NOUN,/dɪˈɫɪniˌeɪt/,/dɪlˈɪniːt/,417790
organist,NOUN,/ˈɔɹɡənəst/,/ˈɔːɡɐnˌɪst/,417740
kneel,NOUN,/ˈniɫ/,/nˈiːl/,417602
caveman,NOUN,/ˈkeɪvˌmæn/,/kˈe‍ɪvmən/,417307
furthest,ADJ,/ˈfɝθəst/,/fˈɜːðəst/,417231
virulent,ADJ,/ˈvɪɹəɫənt/,/vˈɪɹələnt/,417228
garret,NOUN,/ˈɡɛɹɪt/,/ɡˈæɹɪt/,417139
pathologic,NOUN,/ˌpæθəˈɫɑdʒɪk/,/pˌæθəlˈɒd‍ʒɪk/,417073
commendable,ADJ,/kəˈmɛndəbəɫ/,/kəmˈɛndəbə‍l/,417037
inadequacy,NOUN,/ˌɪˈnædɪkwəsi/,/ɪnˈædɪkwəsi/,416963
barbaric,ADJ,/bɑɹˈbæɹɪk/,/bɑːbˈæɹɪk/,416962
deliciously,ADV,/dɪˈɫɪʃəʃɫi/,/dɪlˈɪʃəsli/,416880
ruse,NOUN,/ˈɹuz/,/ɹˈuːs/,416853
eatery,NOUN,/ˈitɝi/,/ˈiːtəɹi/,416832
peony,NOUN,/ˈpiəni/,/pˈi‍əni/,416831
lifelike,INTJ,/ˈɫaɪˌfɫaɪk/,/lˈa‍ɪfla‍ɪk/,416746
hideout,NOUN,/ˈhaɪˌdaʊt/,/hˈa‍ɪda‍ʊt/,416479
calcite,NOUN,/ˈkæɫˌsaɪt/,/kˈælsa‍ɪt/,416460
gunshot,PART,/ˈɡənˌʃɑt/,/ɡˈʌnʃɒt/,416430
spud,NOUN,/ˈspəd/,/spˈʌd/,416363
unverified,ADJ,/ənˈvɛɹɪˌfaɪd/,/ʌnvˈɛɹɪfˌa‍ɪd/,416100
untapped,ADJ,/ənˈtæpt/,/ʌntˈæpt/,416075
batty,NOUN,/ˈbæti/,/bˈæti/,416010
zealous,ADJ,/ˈzɛɫəs/,/zˈɛləs/,415992
rattlesnake,NOUN,/ˈɹætəɫsˌneɪk/,/ɹˈætə‍lsnˌe‍ɪk/,415865
iridescent,ADJ,/ˌɪɹəˈdɛsənt/,/ˌɪɹɪdˈɛsənt/,415839
defrost,ADJ,/dɪˈfɹɔst/,/dɪfɹˈɒst/,415601
consecutively,ADV,/kənˈsɛkjətɪvɫi/,/kənsˈɛkjuːtˌɪvli/,415545
twine,NOUN,/ˈtwaɪn/,/twˈa‍ɪn/,415457
feta,NOUN,/ˈfɛˌtɑ/,/fˈiːtɐ/,415401
enforcer,NOUN,/ɛnˈfɔɹsɝ/,/ɛnfˈɔːsɐ/,415360
